date,price(USD),exchangeVolume(USD),generatedCoins,,,,,,,,,,,,,
4/28/2013,135.3,0,4425,,,,,,,,,,,,,
4/29/2013,134.44,0,4349.9988,,,,,,,,,,,,,
4/30/2013,144,0,3725,,,,,,,,,,,,,
5/1/2013,139,0,3775,,,,,,,,,,,,,
5/2/2013,116.38,0,3350,,,,,,,,,,,,,
5/3/2013,106.25,0,3425,,,,,,,,,,,,,
5/4/2013,98.1,0,3975,,,,,,,,,,,,,
5/5/2013,112.9,0,4125,,,,,,,,,,,,,
5/6/2013,115.98,0,4150,,,,,,,,,,,,,
5/7/2013,112.25,0,4200,,,,,,,,,,,,,
5/8/2013,109.6,0,4125,,,,,,,,,,,,,
5/9/2013,113.2,0,4100,,,,,,,,,,,,,
5/10/2013,112.8,0,4300,,,,,,,,,,,,,
5/11/2013,117.7,0,4550,,,,,,,,,,,,,
5/12/2013,115.64,0,4200,,,,,,,,,,,,,
5/13/2013,114.82,0,4350,,,,,,,,,,,,,
5/14/2013,117.98,0,3850,,,,,,,,,,,,,
5/15/2013,111.4,0,3524.9995,,,,,,,,,,,,,
5/16/2013,114.22,0,3700,,,,,,,,,,,,,
5/17/2013,118.21,0,4025,,,,,,,,,,,,,
5/18/2013,123.5,0,3725,,,,,,,,,,,,,
5/19/2013,123.21,0,3900,,,,,,,,,,,,,
5/20/2013,122.5,0,3225,,,,,,,,,,,,,
5/21/2013,122.02,0,3775,,,,,,,,,,,,,
5/22/2013,122.89,0,3900,,,,,,,,,,,,,
5/23/2013,123.8,0,4350,,,,,,,,,,,,,
5/24/2013,126.3,0,4225,,,,,,,,,,,,,
5/25/2013,133.1,0,4125,,,,,,,,,,,,,
5/26/2013,131.99,0,4075,,,,,,,,,,,,,
5/27/2013,133.5,0,4400,,,,,,,,,,,,,
5/28/2013,129.77,0,3950,,,,,,,,,,,,,
5/29/2013,129,0,4200,,,,,,,,,,,,,
5/30/2013,132.25,0,4475,,,,,,,,,,,,,
5/31/2013,128.8,0,4375,,,,,,,,,,,,,
6/1/2013,128.82,0,5325,,,,,,,,,,,,,
6/2/2013,129.3,0,4975,,,,,,,,,,,,,
6/3/2013,122.5,0,5325,,,,,,,,,,,,,
6/4/2013,120.74,0,5325,,,,,,,,,,,,,
6/5/2013,121.4,0,4600,,,,,,,,,,,,,
6/6/2013,121.9,0,4525,,,,,,,,,,,,,
6/7/2013,118.97,0,4025,,,,,,,,,,,,,
6/8/2013,111,0,4525,,,,,,,,,,,,,
6/9/2013,107.89,0,3975,,,,,,,,,,,,,
6/10/2013,100.44,0,4350,,,,,,,,,,,,,
6/11/2013,106.35,0,4500,,,,,,,,,,,,,
6/12/2013,109,0,5075,,,,,,,,,,,,,
6/13/2013,108.78,0,4650,,,,,,,,,,,,,
6/14/2013,103.95,0,4500,,,,,,,,,,,,,
6/15/2013,100,0,4325,,,,,,,,,,,,,
6/16/2013,99.8,0,4625,,,,,,,,,,,,,
6/17/2013,99.9,0,3625,,,,,,,,,,,,,
6/18/2013,101.95,0,3500,,,,,,,,,,,,,
6/19/2013,107.05,0,3400,,,,,,,,,,,,,
6/20/2013,108.25,0,3850,,,,,,,,,,,,,
6/21/2013,111.29,0,4200,,,,,,,,,,,,,
6/22/2013,109.5,0,4400,,,,,,,,,,,,,
6/23/2013,108.2,0,4125,,,,,,,,,,,,,
6/24/2013,107.9,0,3750,,,,,,,,,,,,,
6/25/2013,102.09,0,3925,,,,,,,,,,,,,
6/26/2013,103.33,0,4350,,,,,,,,,,,,,
6/27/2013,104,0,4175,,,,,,,,,,,,,
6/28/2013,101.74,0,4225,,,,,,,,,,,,,
6/29/2013,94.66,0,4225,,,,,,,,,,,,,
6/30/2013,95,0,3825,,,,,,,,,,,,,
7/1/2013,97.51,0,3925,,,,,,,,,,,,,
7/2/2013,88.05,0,3825,,,,,,,,,,,,,
7/3/2013,90.4,0,4600,,,,,,,,,,,,,
7/4/2013,78.89,0,4125,,,,,,,,,,,,,
7/5/2013,79.99,0,4650,,,,,,,,,,,,,
7/6/2013,68.5,0,4675,,,,,,,,,,,,,
7/7/2013,68.75,0,4650,,,,,,,,,,,,,
7/8/2013,76.5,0,4800,,,,,,,,,,,,,
7/9/2013,76,0,4625,,,,,,,,,,,,,
7/10/2013,76.72,0,4875,,,,,,,,,,,,,
7/11/2013,88,0,4350,,,,,,,,,,,,,
7/12/2013,88.98,0,3850,,,,,,,,,,,,,
7/13/2013,93.99,0,3925,,,,,,,,,,,,,
7/14/2013,98.7,0,4300,,,,,,,,,,,,,
7/15/2013,93.61,0,4100,,,,,,,,,,,,,
7/16/2013,98.89,0,4100,,,,,,,,,,,,,
7/17/2013,96.71,0,4600,,,,,,,,,,,,,
7/18/2013,98.5,0,4025,,,,,,,,,,,,,
7/19/2013,90.07,0,4275,,,,,,,,,,,,,
7/20/2013,92,0,4650,,,,,,,,,,,,,
7/21/2013,89.82,0,4975,,,,,,,,,,,,,
7/22/2013,92,0,4125,,,,,,,,,,,,,
7/23/2013,91.6,0,3525,,,,,,,,,,,,,
7/24/2013,95.56,0,3975,,,,,,,,,,,,,
7/25/2013,94.5,0,3650,,,,,,,,,,,,,
7/26/2013,96.95,0,4100,,,,,,,,,,,,,
7/27/2013,96.02,0,4525,,,,,,,,,,,,,
7/28/2013,94.4,0,4200,,,,,,,,,,,,,
7/29/2013,98.6,0,4450,,,,,,,,,,,,,
7/30/2013,101.49,0,4924.999,,,,,,,,,,,,,
7/31/2013,107.95,0,4750,,,,,,,,,,,,,
8/1/2013,106.21,0,4425,,,,,,,,,,,,,
8/2/2013,104.86,0,4800,,,,,,,,,,,,,
8/3/2013,104.5,0,4250,,,,,,,,,,,,,
8/4/2013,104.95,0,4475,,,,,,,,,,,,,
8/5/2013,105.12,0,4725,,,,,,,,,,,,,
8/6/2013,106.72,0,4750,,,,,,,,,,,,,
8/7/2013,106.75,0,4650,,,,,,,,,,,,,
8/8/2013,106.75,0,5125,,,,,,,,,,,,,
8/9/2013,103.07,0,4875,,,,,,,,,,,,,
8/10/2013,102.8,0,5250,,,,,,,,,,,,,
8/11/2013,103,0,5400,,,,,,,,,,,,,
8/12/2013,105,0,5400,,,,,,,,,,,,,
8/13/2013,106.99,0,4575,,,,,,,,,,,,,
8/14/2013,109.56,0,4200,,,,,,,,,,,,,
8/15/2013,112.56,0,4250,,,,,,,,,,,,,
8/16/2013,110,0,4200,,,,,,,,,,,,,
8/17/2013,108.99,0,4750,,,,,,,,,,,,,
8/18/2013,112.75,0,4850,,,,,,,,,,,,,
8/19/2013,113.38,0,4425,,,,,,,,,,,,,
8/20/2013,119,0,4750,,,,,,,,,,,,,
8/21/2013,121.21,0,4900,,,,,,,,,,,,,
8/22/2013,123.3,0,5400,,,,,,,,,,,,,
8/23/2013,122,0,4900,,,,,,,,,,,,,
8/24/2013,118.51,0,4575,,,,,,,,,,,,,
8/25/2013,119.6,0,3775,,,,,,,,,,,,,
8/26/2013,122.11,0,4150,,,,,,,,,,,,,
8/27/2013,120.07,0,4225,,,,,,,,,,,,,
8/28/2013,126.48,0,4450,,,,,,,,,,,,,
8/29/2013,122.62,0,4725,,,,,,,,,,,,,
8/30/2013,122.35,0,5125,,,,,,,,,,,,,
8/31/2013,133.09,0,5575,,,,,,,,,,,,,
9/1/2013,135.14,0,5525,,,,,,,,,,,,,
9/2/2013,138.63,0,5375,,,,,,,,,,,,,
9/3/2013,135.61,0,4850,,,,,,,,,,,,,
9/4/2013,136.53,0,4075,,,,,,,,,,,,,
9/5/2013,126.76,0,4475,,,,,,,,,,,,,
9/6/2013,126.49,0,4625,,,,,,,,,,,,,
9/7/2013,118.89,0,3625,,,,,,,,,,,,,
9/8/2013,124.13,0,3925,,,,,,,,,,,,,
9/9/2013,121.86,0,5075,,,,,,,,,,,,,
9/10/2013,127.27,0,4775,,,,,,,,,,,,,
9/11/2013,125.89,0,5000,,,,,,,,,,,,,
9/12/2013,135.55,0,5325,,,,,,,,,,,,,
9/13/2013,132.83,0,5100,,,,,,,,,,,,,
9/14/2013,135.01,0,5450,,,,,,,,,,,,,
9/15/2013,129.4,0,4525,,,,,,,,,,,,,
9/16/2013,130.86,0,3850,,,,,,,,,,,,,
9/17/2013,131.59,0,4475,,,,,,,,,,,,,
9/18/2013,131.71,0,4125,,,,,,,,,,,,,
9/19/2013,131.37,0,4750,,,,,,,,,,,,,
9/20/2013,129.7,0,5000,,,,,,,,,,,,,
9/21/2013,126.95,0,4725,,,,,,,,,,,,,
9/22/2013,127.87,0,5075,,,,,,,,,,,,,
9/23/2013,128.98,0,5250,,,,,,,,,,,,,
9/24/2013,126.05,0,5300,,,,,,,,,,,,,
9/25/2013,127.38,0,5150,,,,,,,,,,,,,
9/26/2013,128.21,0,4050,,,,,,,,,,,,,
9/27/2013,128.94,0,4450,,,,,,,,,,,,,
9/28/2013,133.77,0,4425,,,,,,,,,,,,,
9/29/2013,134.9,0,4250,,,,,,,,,,,,,
9/30/2013,137.15,0,4075,,,,,,,,,,,,,
10/1/2013,132.68,0,4675,,,,,,,,,,,,,
10/2/2013,132.05,0,4775,,,,,,,,,,,,,
10/3/2013,114.45,0,4975,,,,,,,,,,,,,
10/4/2013,123.41,0,4500,,,,,,,,,,,,,
10/5/2013,128.63,0,5475,,,,,,,,,,,,,
10/6/2013,128.36,0,4625,,,,,,,,,,,,,
10/7/2013,129.43,0,3900,,,,,,,,,,,,,
10/8/2013,126.74,0,4025,,,,,,,,,,,,,
10/9/2013,125.85,0,4475,,,,,,,,,,,,,
10/10/2013,130.67,0,4800,,,,,,,,,,,,,
10/11/2013,130.75,0,4625,,,,,,,,,,,,,
10/12/2013,130.9,0,5350,,,,,,,,,,,,,
10/13/2013,135.19,0,5525,,,,,,,,,,,,,
10/14/2013,139.27,0,6250,,,,,,,,,,,,,
10/15/2013,140.77,0,6500,,,,,,,,,,,,,
10/16/2013,145.65,0,5250,,,,,,,,,,,,,
10/17/2013,142.41,0,4175,,,,,,,,,,,,,
10/18/2013,146.37,0,4800,,,,,,,,,,,,,
10/19/2013,155.91,0,5575,,,,,,,,,,,,,
10/20/2013,171.66,0,4975,,,,,,,,,,,,,
10/21/2013,174.8,0,5275,,,,,,,,,,,,,
10/22/2013,182.65,0,6125,,,,,,,,,,,,,
10/23/2013,193.36,0,5525,,,,,,,,,,,,,
10/24/2013,214.3,0,5375,,,,,,,,,,,,,
10/25/2013,197.69,0,5875,,,,,,,,,,,,,
10/26/2013,187.45,0,4550,,,,,,,,,,,,,
10/27/2013,176.6,0,4475,,,,,,,,,,,,,
10/28/2013,196.21,0,4375,,,,,,,,,,,,,
10/29/2013,198.55,0,4000,,,,,,,,,,,,,
10/30/2013,204.39,0,4875,,,,,,,,,,,,,
10/31/2013,199.83,0,5275,,,,,,,,,,,,,
11/1/2013,203.9,0,5200,,,,,,,,,,,,,
11/2/2013,205.81,0,5050,,,,,,,,,,,,,
11/3/2013,205.99,0,4800,,,,,,,,,,,,,
11/4/2013,214.66,0,4875,,,,,,,,,,,,,
11/5/2013,229.21,0,4350,,,,,,,,,,,,,
11/6/2013,244.78,0,4075,,,,,,,,,,,,,
11/7/2013,261.68,0,3600,,,,,,,,,,,,,
11/8/2013,297.85,0,3350,,,,,,,,,,,,,
11/9/2013,338.58,0,3700,,,,,,,,,,,,,
11/10/2013,348.82,0,4275,,,,,,,,,,,,,
11/11/2013,325.41,0,4675,,,,,,,,,,,,,
11/12/2013,343.06,0,5025,,,,,,,,,,,,,
11/13/2013,360.97,0,4200,,,,,,,,,,,,,
11/14/2013,406.41,0,4575,,,,,,,,,,,,,
11/15/2013,419.41,0,4150,,,,,,,,,,,,,
11/16/2013,417.28,0,4850,,,,,,,,,,,,,
11/17/2013,440.96,0,4650,,,,,,,,,,,,,
11/18/2013,496.58,0,3900,,,,,,,,,,,,,
11/19/2013,712.76,0,4025,,,,,,,,,,,,,
11/20/2013,577.98,0,4100,,,,,,,,,,,,,
11/21/2013,594.32,0,3750,,,,,,,,,,,,,
11/22/2013,724.07,0,4300,,,,,,,,,,,,,
11/23/2013,771.7,0,4250,,,,,,,,,,,,,
11/24/2013,795.63,0,4200,,,,,,,,,,,,,
11/25/2013,773.02,0,4325,,,,,,,,,,,,,
11/26/2013,805.73,0,3975,,,,,,,,,,,,,
11/27/2013,923.85,0,4325,,,,,,,,,,,,,
11/28/2013,1003.38,0,4525,,,,,,,,,,,,,
11/29/2013,1042.01,0,4325,,,,,,,,,,,,,
11/30/2013,1129.37,0,4400,,,,,,,,,,,,,
12/1/2013,1128.92,0,4875,,,,,,,,,,,,,
12/2/2013,951.42,0,3975,,,,,,,,,,,,,
12/3/2013,1046.4,0,5000,,,,,,,,,,,,,
12/4/2013,1077.58,0,4275,,,,,,,,,,,,,
12/5/2013,1152.73,0,4250,,,,,,,,,,,,,
12/6/2013,1042.38,0,5200,,,,,,,,,,,,,
12/7/2013,835.32,0,4875,,,,,,,,,,,,,
12/8/2013,697.31,0,4875,,,,,,,,,,,,,
12/9/2013,793.8,0,4400,,,,,,,,,,,,,
12/10/2013,892.32,0,4800,,,,,,,,,,,,,
12/11/2013,989.07,0,4125,,,,,,,,,,,,,
12/12/2013,882.78,0,4075,,,,,,,,,,,,,
12/13/2013,874.98,0,4350,,,,,,,,,,,,,
12/14/2013,899.85,0,4950,,,,,,,,,,,,,
12/15/2013,875.29,0,4425,,,,,,,,,,,,,
12/16/2013,880.33,0,5025,,,,,,,,,,,,,
12/17/2013,706.37,0,5075,,,,,,,,,,,,,
12/18/2013,678.2,0,4975,,,,,,,,,,,,,
12/19/2013,519.06,0,5650,,,,,,,,,,,,,
12/20/2013,694.22,0,4450,,,,,,,,,,,,,
12/21/2013,619.9,0,4025,,,,,,,,,,,,,
12/22/2013,601.78,0,4225,,,,,,,,,,,,,
12/23/2013,613.06,0,4275,,,,,,,,,,,,,
12/24/2013,672.36,0,4225,,,,,,,,,,,,,
12/25/2013,666.31,0,4050,,,,,,,,,,,,,
12/26/2013,683.94,0,4500,,,,,,,,,,,,,
12/27/2013,763.28,46862700,4600,,,,,,,,,,,,,
12/28/2013,737.98,32505800,3750,,,,,,,,,,,,,
12/29/2013,728.05,19011300,4200,,,,,,,,,,,,,
12/30/2013,741.35,20707700,4325,,,,,,,,,,,,,
12/31/2013,760.32,20897300,4600,,,,,,,,,,,,,
1/1/2014,754.97,22489400,5125,,,,,,,,,,,,,
1/2/2014,773.44,38489500,3350,,,,,,,,,,,,,
1/3/2014,802.85,37810100,4025,,,,,,,,,,,,,
1/4/2014,823.27,38005000,3525,,,,,,,,,,,,,
1/5/2014,858.55,72898496,4825,,,,,,,,,,,,,
1/6/2014,936.05,85565696,4650,,,,,,,,,,,,,
1/7/2014,946.49,81311696,4425,,,,,,,,,,,,,
1/8/2014,795.99,74175600,4825,,,,,,,,,,,,,
1/9/2014,841.47,59998600,5175,,,,,,,,,,,,,
1/10/2014,846.69,31876800,4675,,,,,,,,,,,,,
1/11/2014,867.32,44754200,5250,,,,,,,,,,,,,
1/12/2014,919.6,39623500,5175,,,,,,,,,,,,,
1/13/2014,860.19,45580900,4225,,,,,,,,,,,,,
1/14/2014,843.17,20829800,4050,,,,,,,,,,,,,
1/15/2014,833.12,28107200,4600,,,,,,,,,,,,,
1/16/2014,860.29,19149300,4625,,,,,,,,,,,,,
1/17/2014,834.49,39031700,3800,,,,,,,,,,,,,
1/18/2014,816.07,18052700,4350,,,,,,,,,,,,,
1/19/2014,839.66,24365700,4225,,,,,,,,,,,,,
1/20/2014,871.39,27652700,4875,,,,,,,,,,,,,
1/21/2014,869.65,18997300,4150,,,,,,,,,,,,,
1/22/2014,867.21,18453700,4800,,,,,,,,,,,,,
1/23/2014,845.46,15607100,4425,,,,,,,,,,,,,
1/24/2014,822.43,34912000,4725,,,,,,,,,,,,,
1/25/2014,796.24,24303900,4125,,,,,,,,,,,,,
1/26/2014,853.68,32224300,3800,,,,,,,,,,,,,
1/27/2014,884.6,49233600,4350,,,,,,,,,,,,,
1/28/2014,774.02,44875500,3850,,,,,,,,,,,,,
1/29/2014,809.96,17984400,3800,,,,,,,,,,,,,
1/30/2014,826.02,29918200,4400,,,,,,,,,,,,,
1/31/2014,818.43,17107900,4600,,,,,,,,,,,,,
2/1/2014,828.61,19668700,4725,,,,,,,,,,,,,
2/2/2014,832.9,11300900,4650,,,,,,,,,,,,,
2/3/2014,824.08,13940100,4525,,,,,,,,,,,,,
2/4/2014,823.77,16609700,4300,,,,,,,,,,,,,
2/5/2014,829.96,22395100,4200,,,,,,,,,,,,,
2/6/2014,815.59,50108700,4550,,,,,,,,,,,,,
2/7/2014,783.2,113643000,3875,,,,,,,,,,,,,
2/8/2014,699.57,38742600,4550,,,,,,,,,,,,,
2/9/2014,671.46,39311400,3450,,,,,,,,,,,,,
2/10/2014,681.32,112758000,3900,,,,,,,,,,,,,
2/11/2014,683.5,72745200,4100,,,,,,,,,,,,,
2/12/2014,672.38,25367600,4450,,,,,,,,,,,,,
2/13/2014,651.08,38588100,4450,,,,,,,,,,,,,
2/14/2014,601.17,102506000,4775,,,,,,,,,,,,,
2/15/2014,660.9,26709200,4675,,,,,,,,,,,,,
2/16/2014,651.3,40061700,4875,,,,,,,,,,,,,
2/17/2014,614.23,31948400,3875,,,,,,,,,,,,,
2/18/2014,627.16,20015100,4075,,,,,,,,,,,,,
2/19/2014,625.97,13897800,5000,,,,,,,,,,,,,
2/20/2014,623.09,46905000,4425,,,,,,,,,,,,,
2/21/2014,556.88,47308100,3800,,,,,,,,,,,,,
2/22/2014,574.24,31254000,4500,,,,,,,,,,,,,
2/23/2014,606.47,31434400,4200,,,,,,,,,,,,,
2/24/2014,606.04,57893900,4775,,,,,,,,,,,,,
2/25/2014,540.24,126314000,4025,,,,,,,,,,,,,
2/26/2014,537.04,64642700,4600,,,,,,,,,,,,,
2/27/2014,581.65,25540800,4700,,,,,,,,,,,,,
2/28/2014,579.7,28076100,4525,,,,,,,,,,,,,
3/1/2014,549.92,18668100,3600,,,,,,,,,,,,,
3/2/2014,567.23,7950760,3500,,,,,,,,,,,,,
3/3/2014,562.56,96056896,3700,,,,,,,,,,,,,
3/4/2014,668.24,55344600,3725,,,,,,,,,,,,,
3/5/2014,666.24,22461900,3900,,,,,,,,,,,,,
3/6/2014,664.52,16068100,4325,,,,,,,,,,,,,
3/7/2014,664.31,34150800,4150,,,,,,,,,,,,,
3/8/2014,629.66,18654200,4200,,,,,,,,,,,,,
3/9/2014,616.31,15396500,4475,,,,,,,,,,,,,
3/10/2014,636.33,20639800,3725,,,,,,,,,,,,,
3/11/2014,627.95,11732500,4200,,,,,,,,,,,,,
3/12/2014,631.91,18621200,4550,,,,,,,,,,,,,
3/13/2014,633.62,11634900,4050,,,,,,,,,,,,,
3/14/2014,638.14,11913800,3325,,,,,,,,,,,,,
3/15/2014,629.37,4342080,4125,,,,,,,,,,,,,
3/16/2014,636.5,5277290,4275,,,,,,,,,,,,,
3/17/2014,630.92,14648200,4025,,,,,,,,,,,,,
3/18/2014,621.84,24011500,3650,,,,,,,,,,,,,
3/19/2014,613.9,14228900,4000,,,,,,,,,,,,,
3/20/2014,609.74,20572900,4425,,,,,,,,,,,,,
3/21/2014,588.29,38414100,4650,,,,,,,,,,,,,
3/22/2014,571.18,17360700,4250,,,,,,,,,,,,,
3/23/2014,565.76,9288400,5350,,,,,,,,,,,,,
3/24/2014,562.51,22706900,4700,,,,,,,,,,,,,
3/25/2014,585.03,14020100,3925,,,,,,,,,,,,,
3/26/2014,583.48,16401100,3975,,,,,,,,,,,,,
3/27/2014,580.26,62225400,4325,,,,,,,,,,,,,
3/28/2014,477.14,58828300,4350,,,,,,,,,,,,,
3/29/2014,501.71,11147100,4375,,,,,,,,,,,,,
3/30/2014,492.37,42958300,3500,,,,,,,,,,,,,
3/31/2014,462.3,28254000,4500,,,,,,,,,,,,,
4/1/2014,457,35685800,4275,,,,,,,,,,,,,
4/2/2014,479.14,49647600,4925,,,,,,,,,,,,,
4/3/2014,436.44,40765500,5100,,,,,,,,,,,,,
4/4/2014,445.66,22925500,4875,,,,,,,,,,,,,
4/5/2014,446.67,13404500,4275,,,,,,,,,,,,,
4/6/2014,463.4,10241400,3775,,,,,,,,,,,,,
4/7/2014,461.47,15616600,3775,,,,,,,,,,,,,
4/8/2014,447.61,10921600,3350,,,,,,,,,,,,,
4/9/2014,453.18,13204400,4025,,,,,,,,,,,,,
4/10/2014,442.26,55868300,3875,,,,,,,,,,,,,
4/11/2014,363.71,62562800,4225,,,,,,,,,,,,,
4/12/2014,420.89,19226500,4025,,,,,,,,,,,,,
4/13/2014,421.46,22493500,4675,,,,,,,,,,,,,
4/14/2014,414.83,50730200,4825,,,,,,,,,,,,,
4/15/2014,458.37,49561000,4550,,,,,,,,,,,,,
4/16/2014,522.18,56480100,3975,,,,,,,,,,,,,
4/17/2014,529.07,34025500,4225,,,,,,,,,,,,,
4/18/2014,495.8,19042400,4000,,,,,,,,,,,,,
4/19/2014,479.58,19588200,3975,,,,,,,,,,,,,
4/20/2014,501.75,12103100,4450,,,,,,,,,,,,,
4/21/2014,497.74,15171400,4275,,,,,,,,,,,,,
4/22/2014,495.45,11670900,3850,,,,,,,,,,,,,
4/23/2014,488.36,9814530,4125,,,,,,,,,,,,,
4/24/2014,490.83,13009400,3775,,,,,,,,,,,,,
4/25/2014,500.09,46856500,4550,,,,,,,,,,,,,
4/26/2014,461.7,12214600,4075,,,,,,,,,,,,,
4/27/2014,457.24,10949500,4425,,,,,,,,,,,,,
4/28/2014,430.72,23876600,3800,,,,,,,,,,,,,
4/29/2014,439.98,16401400,4275,,,,,,,,,,,,,
4/30/2014,446.89,15244900,3425,,,,,,,,,,,,,
5/1/2014,447.63,12871800,4400,,,,,,,,,,,,,
5/2/2014,457.36,10394200,4025,,,,,,,,,,,,,
5/3/2014,449.4,9849640,3550,,,,,,,,,,,,,
5/4/2014,438.52,5621260,3775,,,,,,,,,,,,,
5/5/2014,434.78,10004800,3125,,,,,,,,,,,,,
5/6/2014,433.36,12507300,4850,,,,,,,,,,,,,
5/7/2014,429.34,18332200,3975,,,,,,,,,,,,,
5/8/2014,438.68,9446580,4175,,,,,,,,,,,,,
5/9/2014,440.18,10347900,4250,,,,,,,,,,,,,
5/10/2014,450.46,6682600,4475,,,,,,,,,,,,,
5/11/2014,453.92,12251700,3800,,,,,,,,,,,,,
5/12/2014,438.3,7383770,4100,,,,,,,,,,,,,
5/13/2014,441.53,7682670,4050,,,,,,,,,,,,,
5/14/2014,440.59,9472960,3750,,,,,,,,,,,,,
5/15/2014,444.14,7362980,4275,,,,,,,,,,,,,
5/16/2014,447.39,6475100,4525,,,,,,,,,,,,,
5/17/2014,448.12,2945790,4325,,,,,,,,,,,,,
5/18/2014,448.7,2857830,4300,,,,,,,,,,,,,
5/19/2014,446.08,6242620,4200,,,,,,,,,,,,,
5/20/2014,446.3,40327500,4425,,,,,,,,,,,,,
5/21/2014,485.8,14626000,4375,,,,,,,,,,,,,
5/22/2014,492.05,33086500,4300,,,,,,,,,,,,,
5/23/2014,525.72,34934700,4125,,,,,,,,,,,,,
5/24/2014,521.05,11499300,3850,,,,,,,,,,,,,
5/25/2014,525.23,47010300,4025,,,,,,,,,,,,,
5/26/2014,571.39,29959800,3950,,,,,,,,,,,,,
5/27/2014,582.59,38032000,3400,,,,,,,,,,,,,
5/28/2014,571.91,19289000,4225,,,,,,,,,,,,,
5/29/2014,576.33,18707800,3525,,,,,,,,,,,,,
5/30/2014,568.18,31985400,4175,,,,,,,,,,,,,
5/31/2014,615.69,15107100,3675,,,,,,,,,,,,,
6/1/2014,623.69,45259100,4375,,,,,,,,,,,,,
6/2/2014,629.65,45450200,4825,,,,,,,,,,,,,
6/3/2014,660.55,40653700,4450,,,,,,,,,,,,,
6/4/2014,666.77,37731500,4525,,,,,,,,,,,,,
6/5/2014,641.07,29621300,3800,,,,,,,,,,,,,
6/6/2014,659.28,18680100,3475,,,,,,,,,,,,,
6/7/2014,653.52,15855300,3875,,,,,,,,,,,,,
6/8/2014,654.99,8614190,3400,,,,,,,,,,,,,
6/9/2014,655.64,19065400,3900,,,,,,,,,,,,,
6/10/2014,650.04,17913400,4175,,,,,,,,,,,,,
6/11/2014,653.19,25163800,3650,,,,,,,,,,,,,
6/12/2014,633.43,50818800,4300,,,,,,,,,,,,,
6/13/2014,585.7,35700700,4075,,,,,,,,,,,,,
6/14/2014,600.75,38481200,4450,,,,,,,,,,,,,
6/15/2014,575.93,23580900,4750,,,,,,,,,,,,,
6/16/2014,592.65,28677500,4700,,,,,,,,,,,,,
6/17/2014,591.59,18597300,4600,,,,,,,,,,,,,
6/18/2014,609.77,17862000,3950,,,,,,,,,,,,,
6/19/2014,608.07,12803800,4175,,,,,,,,,,,,,
6/20/2014,597.4,18134100,4650,,,,,,,,,,,,,
6/21/2014,593.68,9256290,4650,,,,,,,,,,,,,
6/22/2014,595.9,10877700,4500,,,,,,,,,,,,,
6/23/2014,602.16,14053800,4400,,,,,,,,,,,,,
6/24/2014,593.97,14144900,4700,,,,,,,,,,,,,
6/25/2014,581.81,20687700,4675,,,,,,,,,,,,,
6/26/2014,566.14,14655900,4275,,,,,,,,,,,,,
6/27/2014,581.3,20814600,4925,,,,,,,,,,,,,
6/28/2014,599.08,13398100,4550,,,,,,,,,,,,,
6/29/2014,596.33,8897470,3925,,,,,,,,,,,,,
6/30/2014,602.62,46422400,3300,,,,,,,,,,,,,
7/1/2014,641.39,38446300,3325,,,,,,,,,,,,,
7/2/2014,641.04,25768200,3425,,,,,,,,,,,,,
7/3/2014,650.77,18949000,3475,,,,,,,,,,,,,
7/4/2014,644.65,22237200,4150,,,,,,,,,,,,,
7/5/2014,629.95,9105940,3800,,,,,,,,,,,,,
7/6/2014,631.77,10080000,3550,,,,,,,,,,,,,
7/7/2014,635.46,17813600,3750,,,,,,,,,,,,,
7/8/2014,622.57,10005500,3750,,,,,,,,,,,,,
7/9/2014,625.22,9819150,4150,,,,,,,,,,,,,
7/10/2014,624.83,15880700,3725,,,,,,,,,,,,,
7/11/2014,616.66,16467100,3900,,,,,,,,,,,,,
7/12/2014,631.88,13329000,3925,,,,,,,,,,,,,
7/13/2014,634.22,11291000,4000,,,,,,,,,,,,,
7/14/2014,626.56,12706800,3375,,,,,,,,,,,,,
7/15/2014,620,10873200,3975,,,,,,,,,,,,,
7/16/2014,622.01,13182400,3600,,,,,,,,,,,,,
7/17/2014,616.54,16576700,4300,,,,,,,,,,,,,
7/18/2014,622.37,14158100,4300,,,,,,,,,,,,,
7/19/2014,629.17,7222030,4425,,,,,,,,,,,,,
7/20/2014,628.56,5760120,3875,,,,,,,,,,,,,
7/21/2014,623.95,10711900,3875,,,,,,,,,,,,,
7/22/2014,622.27,9602880,3550,,,,,,,,,,,,,
7/23/2014,621.12,11056600,3650,,,,,,,,,,,,,
7/24/2014,619.5,20917200,3575,,,,,,,,,,,,,
7/25/2014,601.51,12279500,4075,,,,,,,,,,,,,
7/26/2014,601.54,10752900,3350,,,,,,,,,,,,,
7/27/2014,595.67,7774230,3825,,,,,,,,,,,,,
7/28/2014,594.14,19316400,3750,,,,,,,,,,,,,
7/29/2014,585.55,11275400,3725,,,,,,,,,,,,,
7/30/2014,584.74,14898800,4300,,,,,,,,,,,,,
7/31/2014,567.37,22467900,3850,,,,,,,,,,,,,
8/1/2014,586.2,18215900,3925,,,,,,,,,,,,,
8/2/2014,594.9,8359080,4075,,,,,,,,,,,,,
8/3/2014,588.89,9917990,3850,,,,,,,,,,,,,
8/4/2014,586.23,9867570,3200,,,,,,,,,,,,,
8/5/2014,589.01,10790800,3375,,,,,,,,,,,,,
8/6/2014,585.95,14497900,4100,,,,,,,,,,,,,
